feature	s__Rothia_aeria	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Porphyromonas_sp_oral_taxon_279	s__Prevotella_intermedia	s__Prevotella_loescheii	s__Prevotella_melaninogenica	s__Prevotella_nanceiensis	s__Prevotella_veroralis	s__Capnocytophaga_gingivalis	s__Capnocytophaga_unclassified	s__Gemella_haemolysans	s__Gemella_sanguinis	s__Gemella_unclassified	s__Staphylococcus_aureus	s__Abiotrophia_defectiva	s__Granulicatella_adiacens	s__Granulicatella_unclassified	s__Streptococcus_anginosus	s__Streptococcus_australis	s__Streptococcus_infantis	s__Streptococcus_mitis_oralis_pneumoniae	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Oribacterium_sinus	s__Peptostreptococcus_unclassified	s__Solobacterium_moorei	s__Veillonella_atypica	s__Veillonella_parvula	s__Veillonella_unclassified	s__Fusobacterium_nucleatum	s__Neisseria_meningitidis	s__Neisseria_sicca	s__Neisseria_subflava	s__Neisseria_unclassified	s__Haemophilus_influenzae	s__Haemophilus_parainfluenzae	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Stenotrophomonas_maltophilia	s__Stenotrophomonas_unclassified	s__Murine_osteosarcoma_virus
E08	-9.26571225792489	-7.006555769034	-16.1599800330143	-3.86555015344502	-11.868648492024	-2.46415327534133	-2.55382324675572	-11.2842843089228	-12.5340656685426	-7.60249707647444	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-1.53742089232025	-11.5855338476843	-13.2371506655201	-12.8888783975116	-3.82457954436966	-10.5980640953068	-11.4906825431208	-10.060664337009	-12.2280108631336	-7.59152305118976	-3.24450306036014	-12.0784062624924	-6.65616398261768	-9.17259955830111	-14.8457694824721	-8.17230107114128	-11.296774177908	-5.30034000198724	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-11.4820071947109	-10.0260140652705	-7.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
E09	-9.26571225792489	-11.5150359207912	-16.1599800330143	-5.91159705994495	-11.868648492024	-4.78780052619724	-6.55387222341488	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-7.58951039862773	-9.13290464252153	-15.4365128966866	-0.116401647019345	-11.5855338476843	-13.2371506655201	-10.967348165881	-6.65435049834332	-10.5980640953068	-11.4906825431208	-6.87058251093659	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-14.0649076742347	-7.2643495500018	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-11.4820071947109	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
E10	-9.26571225792489	-11.5150359207912	-3.20884311715647	-5.91159705994495	-11.868648492024	-12.9732405684172	-3.43858833820951	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-4.14746749976592	-6.31959195054157	-4.22957157249457	-2.65077156348756	-11.5855338476843	-13.2371506655201	-6.81051290258262	-13.9565107041177	-10.5980640953068	-5.31507714231804	-3.44406615683921	-12.2280108631336	-5.29635047169752	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-4.38309112461933	-11.8108397868537	-4.57840596194287	-14.6399578760136	-5.92291207896387	-11.5015440599114	-14.0356274675088	-2.7633364182751	-11.263354778187	-3.14277472597186	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
E11	-7.32349273370073	-9.42148252439183	-1.35353610685673	-4.56327870201215	-11.868648492024	-12.9732405684172	-8.57617463607209	-8.18270888445195	-11.5340656685426	-8.15511858183602	-8.53744265229021	-5.11321238787585	-6.11769613459383	-6.63180838094178	-15.952641157656	-5.72231186348592	-7.41090840288418	-5.28786374565828	-12.9565107041177	-6.48105303010009	-4.33260793347271	-3.9479466605803	-9.37866944085286	-5.7491183567066	-7.28976936719734	-11.0784062624924	-11.5677032652429	-9.37899397016271	-10.2405563927187	-9.65212516543403	-6.2464535197856	-12.0616386737564	-7.3387727804885	-7.86165922324665	-7.73485651743513	-2.53895562321676	-11.263354778187	-3.55599815381814	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
E12	-9.26571225792489	-11.5150359207912	-6.45302474648626	-5.91159705994495	-11.868648492024	-12.9732405684172	-8.32709594228765	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-16.952641157656	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-7.12044188264386	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-8.13681039303751	-14.6399578760136	-10.6948109198981	-11.5015440599114	-14.0356274675088	-7.57690522682558	-11.263354778187	-11.4820071947109	-0.0494892501378651	-8.7949739199066	-8.29916088373267	-11.6242916337969	-8.57997508879244
F01	-9.26571225792489	-3.94136057658769	-6.40771275997271	-5.91159705994495	-11.868648492024	-12.9732405684172	-5.49110179221818	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-0.413204662171457	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-6.301893351414	-10.060664337009	-5.89744036808791	-6.3833127260873	-7.47323900512759	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-11.4820071947109	-3.28091380689483	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F02	-9.26571225792489	-6.84912073154933	-3.97938175748772	-5.91159705994495	-11.868648492024	-12.9732405684172	-7.83890088923145	-8.24497364901361	-12.5340656685426	-10.5397736578412	-12.7892128006629	-9.15041493885094	-9.13290464252153	-10.3022505193908	-0.31659283015998	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-4.7470328816776	-6.94533790817569	-8.9059317119343	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-10.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-5.88269689430247	-4.32760675971483	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F03	-9.26571225792489	-11.5150359207912	-16.1599800330143	-5.91159705994495	-11.868648492024	-12.9732405684172	-12.9587758889878	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-14.4365128966866	-0.00850547384129053	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-10.060664337009	-9.51434880995557	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-13.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-7.8451004315906	-11.4820071947109	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F04	-9.26571225792489	-11.5150359207912	-7.17079637068583	-5.91159705994495	-11.868648492024	-12.9732405684172	-12.9587758889878	-10.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-11.447919915534	-9.13290464252153	-15.4365128966866	-0.0697763189915525	-11.5855338476843	-13.2371506655201	-9.80470937134665	-13.9565107041177	-10.5980640953068	-9.50858393498169	-10.060664337009	-7.8428589152626	-7.59152305118976	-11.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-9.78495490281158	-8.3304424112488	-14.6399578760136	-10.2006720370298	-9.01021671038219	-14.0356274675088	-5.48920826636676	-11.263354778187	-8.53041767365433	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F05	-5.57643696416978	-11.5150359207912	-2.10727333885196	-1.72944969487135	-11.868648492024	-12.9732405684172	-5.57748273442242	-7.56214758846179	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-5.41360256200974	-5.65340591778933	-6.26609861841665	-12.8888783975116	-13.9565107041177	-10.5980640953068	-6.40688492830397	-4.96436715411104	-4.04885454309571	-7.59152305118976	-3.83275388788384	-4.15797163071483	-8.95309008887273	-14.252824543589	-5.96402521714511	-4.47062062552986	-4.01539005920819	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-9.4970653787266	-11.263354778187	-7.57996258670474	-11.0260140652705	-8.7949739199066	-8.29916088373267	-10.2647680870663	-9.57997508879244
F06	-9.26571225792489	-11.5150359207912	-16.1599800330143	-5.91159705994495	-7.24038819662124	-12.9732405684172	-12.9587758889878	-11.2842843089228	-10.7452977378166	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-0.440082735401657	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-10.060664337009	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-9.0846532210293	-14.8457694824721	-11.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-1.97783895116037	-11.4820071947109	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F07	-9.26571225792489	-11.5150359207912	-16.1599800330143	-5.91159705994495	-5.17496439723853	-12.9732405684172	-12.9587758889878	-11.2842843089228	-6.91899713399142	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-0.49121005487743	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-10.060664337009	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-5.96647140954337	-13.8457694824721	-11.8108397868537	-11.2230360730635	-9.33089848667916	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-2.09175098195148	-11.4820071947109	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F08	-9.26571225792489	-11.5150359207912	-16.1599800330143	-5.91159705994495	-11.868648492024	-12.9732405684172	-12.9587758889878	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-0.532753287090641	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-10.060664337009	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-2.02954976781525	-11.4820071947109	-11.0260140652705	-3.96952661608678	-8.29916088373267	-11.6242916337969	-9.57997508879244
F09	-9.26571225792489	-11.5150359207912	-9.69431611657494	-5.91159705994495	-6.17515500899632	-11.8823157097392	-10.8409009299972	-11.2842843089228	-8.31561107108087	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-1.45840082244422	-11.5855338476843	-13.2371506655201	-11.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-8.68227222308565	-7.42035648101218	-6.59152305118976	-7.38847539646274	-12.0784062624924	-13.8235310484595	-8.34055421543603	-8.893613837285	-11.8108397868537	-7.81814978697656	-9.08701527896751	-11.6948109198981	-11.5015440599114	-10.6114814625946	-7.81766057749954	-0.796593925985605	-11.4820071947109	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F10	-9.26571225792489	-11.5150359207912	-9.2052109622527	-5.91159705994495	-8.12090511419093	-11.9732405684172	-11.9587758889878	-11.2842843089228	-9.0690273436453	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-1.15454505813236	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-10.4906825431208	-6.14434494690042	-7.15187337069827	-5.57883403735293	-9.13726274330394	-12.0784062624924	-13.8235310484595	-11.1238874722389	-6.76468330134029	-11.8108397868537	-14.0649076742347	-13.0812744701774	-9.93408944104679	-10.5015440599114	-13.0356274675088	-6.46508173955657	-1.08010811584471	-8.54458419159948	-11.0260140652705	-8.7949739199066	-8.29916088373267	-11.6242916337969	-9.57997508879244
F11	-9.26571225792489	-8.67860753293049	-16.1599800330143	-5.91159705994495	-11.868648492024	-12.9732405684172	-12.9587758889878	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-16.952641157656	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-10.060664337009	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-11.4820071947109	-11.0260140652705	-8.7949739199066	-0.0625966958660836	-4.64312060286259	-9.57997508879244
F12	-9.26571225792489	-3.15714939432412	-16.1599800330143	-5.91159705994495	-11.868648492024	-12.9732405684172	-12.9587758889878	-11.2842843089228	-12.5340656685426	-10.5397736578412	-12.7892128006629	-12.447919915534	-9.13290464252153	-15.4365128966866	-1.131482494558	-11.5855338476843	-13.2371506655201	-12.8888783975116	-13.9565107041177	-10.5980640953068	-11.4906825431208	-3.64145775615513	-12.2280108631336	-7.59152305118976	-12.8511715004351	-12.0784062624924	-13.8235310484595	-14.252824543589	-14.8457694824721	-11.8108397868537	-14.0649076742347	-14.6399578760136	-11.6948109198981	-11.5015440599114	-14.0356274675088	-10.4970653787266	-11.263354778187	-11.4820071947109	-11.0260140652705	-8.7949739199066	-1.50913813525779	-11.6242916337969	-9.57997508879244
